moeade,UDF2,0.9307543661308032,10
moeade,UDF6,0.6373467727826124,7
moeade,UDF3,0.41721055073383195,6
moeade,UDF5,0.8805408008103156,0
moeade,UDF4,0.19495354120968955,8
moeade,UDF8,0.2741487028268331,6
moeade,UDF1,0.9557388765443823,10
moeade,JY1,0.4854500762014071,3
moeade,JY8,0.5162834141422314,8
moeade,JY2,0.06495369072500312,6
moeade,JY5,0.36643684907802354,7
moeade,JY6,0.4190396452945254,8
moeade,JY7,0.7800132560097793,1
moeade,JY3,0.719173538722615,1
nsgaiie,JY3,0.822012058160508,7
nsgaiie,JY2,0.9939446232924303,2
nsgaiie,JY1,0.1678438036291604,1
nsgaiie,UDF6,0.6725649353590075,4
nsgaiie,UDF5,0.4822671753796016,10
nsgaiie,JY8,0.06099376815158686,2
nsgaiie,UDF3,0.16111919897373028,3
nsgaiie,UDF1,0.9244161225649983,0
nsgaiie,JY5,0.09746909803639237,8
nsgaiie,JY6,0.9451122096608082,3
nsgaiie,UDF4,0.4480016709269036,7
nsgaiie,UDF8,0.696673809487384,8
nsgaiie,UDF2,0.991920751093458,10
nsgaiie,JY7,0.9524938215765207,1
